Cluster,HI05,HH_WT,C_hhweight,PROVINCE,DISTRICT,HI04,TYPEHH,C128,C135_6,C135_Other,C144,C144_OTHER,C149A,C149B,C149_OTHER,C129,C130,C131,C132,C133,C134,C135_1,C135_2,C135_3,C135_4,C135_5,C136,C137_1,C137_2,C137_3,C137_4,C137_5,C137_6,C138,C139,C140,C141,C142,C143,C145,C146,C147,C148,C150,C151
219,18,1401.212,1368.629736433669,Northern Province,Musanze,Rural,Ordinary HH,First,,,,,No problems,No other problem,,Solar lantern,Yes,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,4,0102,Paid,120000,No,No,4,,Reseller
224,14,148.1425,146.7271569217093,Northern Province,Burera,Urban,Ordinary HH,First,,,,,Quality of light,Breaks down too often,,Solar home system,Yes,International brands,Yes,2,Yes,Yes,,,,,Have appliances,,,,,,,Solar Home System,888,No,3,01,Paid,5000,Yes,No,Don't know,No,Reseller
225,5,1044.116,1100.728788295972,Northern Province,Burera,Rural,Ordinary HH,First,,,,,Recurrent cost related to solar device is too expensive,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,Yes,1,02,Paid,80000,Yes,No,Don't know,,Other technician
225,14,1044.116,1100.728788295972,Northern Province,Burera,Rural,Ordinary HH,First,Yes,Telephone,,,"Other, specify",Quality of light,Rainy season,Solar home system,Yes,International brands,Yes,4,Yes,,,,,,Have appliances,,,,,,,Solar Lighting product,50,No,3,01,Paid,45000,Yes,No,Don't know,,Owner
225,14,1044.116,1100.728788295972,Northern Province,Burera,Rural,Ordinary HH,third,,,"Other, specify",We bought it,No problems,No other problem,,Solar home system,No,International brands,Yes,4,Yes,,,,Yes,,Have appliances,,,,,,,Solar Home System,50,No,3,01,For free,,,Yes,4,,Owner
225,14,1044.116,1100.728788295972,Northern Province,Burera,Rural,Ordinary HH,second,,,,,Quality of light,Duration of service too short,,Solar home system,No,International brands,Yes,4,Yes,,,,Yes,,Have appliances,,,,,,,Solar Home System,50,No,3,01,Paid,47000,Yes,No,5,,Owner
225,14,1044.116,1100.728788295972,Northern Province,Burera,Rural,Ordinary HH,fourth,,,,,No problems,No other problem,,Solar lantern,No,International brands,Yes,4,Yes,Yes,,,,,Have appliances,,,,,,,Solar Home System,50,No,5,01,Paid,10000,No,No,Don't know,,Owner
225,15,1044.116,1100.728788295972,Northern Province,Burera,Rural,Ordinary HH,First,Yes,Telephone,Relative/Friend,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,2,No,,,,,,Have appliances,,,,,,,Solar Lighting product,100,Yes,3,02,For free,,,No,4,,Owner
225,16,1044.116,1100.728788295972,Northern Province,Burera,Rural,Ordinary HH,First,Yes,Telephone,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,3,No,,,,,,Have appliances,,,,,,,Solar Lighting product,15,Yes,2,02,Paid,12000,No,No,4,,Other technician
225,17,1044.116,1100.728788295972,Northern Province,Burera,Rural,Ordinary HH,First,,,,,Duration of service too short,No other problem,,Solar home system,Yes,International brands,Yes,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,60,No,3,01,Paid,65000,No,Yes,4,,Reseller
225,18,1044.116,1100.728788295972,Northern Province,Burera,Rural,Ordinary HH,second,,,Relative/Friend,,Duration of service too short,Battery problems,,Solar lantern,No,International brands,Yes,1,No,Yes,,,,,Have appliances,,,,,,,Solar Home System,60,Yes,4,01,For free,,,No,3,No,Relative/friend
225,18,1044.116,1100.728788295972,Northern Province,Burera,Rural,Ordinary HH,fourth,,,Relative/Friend,,Duration of service too short,No other problem,,Solar home system,No,International brands,No,3,No,Yes,,,,,Have appliances,,,,,,,Solar Home System,60,Yes,4,01,For free,,,No,3,,Relative/friend
225,18,1044.116,1100.728788295972,Northern Province,Burera,Rural,Ordinary HH,First,,,,,Cannot power large appliances,Battery problems,,Solar home system,Yes,International brands,Yes,7,No,Yes,,,,,Have appliances,,,,,,,Solar Home System,60,Yes,4,01,Paid,267500,No,No,3,No,Reseller
225,18,1044.116,1100.728788295972,Northern Province,Burera,Rural,Ordinary HH,third,,,,,No problems,No other problem,,Solar lantern,No,International brands,No,5,No,Yes,,,,,Have appliances,,,,,,,Solar Home System,888,No,4,01,Paid,56000,Yes,No,3,,Owner
225,18,1044.116,1100.728788295972,Northern Province,Burera,Rural,Ordinary HH,fifth,,,,,Duration of service too short,No other problem,,Solar lighting system,No,International brands,No,2,Yes,Yes,,,,,Have appliances,,,,,,,Solar Home System,60,No,4,0102,Paid,10000,Yes,No,3,,Reseller
229,5,28.85293684210526,24.4572211501681,Northern Province,Gicumbi,Urban,Ordinary HH,second,,,Local government,,Duration of service too short,Breaks down too often,,Solar lantern,No,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,1,01,For free,,,No,2,,Owner
229,5,28.85293684210526,24.4572211501681,Northern Province,Gicumbi,Urban,Ordinary HH,third,,,Local government,,No problems,No other problem,,Solar lighting system,No,International brands,Yes,1,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,2,01,For free,,,No,4,No,Owner
229,5,28.85293684210526,24.4572211501681,Northern Province,Gicumbi,Urban,Ordinary HH,fourth,,,,,No problems,No other problem,,Solar lighting system,Yes,Component-based/Local,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,12,No,2,01,Paid,85000,Yes,Yes,3,,Reseller
229,5,28.85293684210526,24.4572211501681,Northern Province,Gicumbi,Urban,Ordinary HH,First,,,,,No problems,No other problem,,Solar lantern,No,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,1,01,Paid,1000,Yes,No,2,,Owner
233,14,1946.098,2024.292366297631,Northern Province,Gicumbi,Rural,Ordinary HH,First,,,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,60,No,1,0102,Paid,21000,Yes,Yes,4,,Owner
233,20,1946.098,2024.292366297631,Northern Province,Gicumbi,Rural,Ordinary HH,First,,,,,Breaks down too often,Duration of service too short,,Solar home system,Yes,International brands,Yes,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,60,No,1,01,Paid,80000,Yes,Yes,3,Yes,Reseller
234,2,1475.391,1759.695574365791,Northern Province,Gicumbi,Rural,Ordinary HH,First,Yes,Electric lamp,,,Duration of service too short,No other problem,,Solar lighting system,Yes,International brands,No,4,No,,,,,,Have appliances,,,,,,,Solar Lighting product,6,No,1,01,Paid,30000,Yes,Yes,2,,Reseller
234,4,1475.391,1759.695574365791,Northern Province,Gicumbi,Rural,Ordinary HH,First,Yes,Electric lamp,,,Duration of service too short,No other problem,,Solar lighting system,Yes,International brands,No,4,No,,,,,,Have appliances,,,,,,,Solar Lighting product,6,No,1,01,Paid,30000,Yes,Yes,3,,Reseller
234,8,1475.391,1759.695574365791,Northern Province,Gicumbi,Rural,Ordinary HH,First,Yes,Telephone,Relative/Friend,,Cannot power large appliances,Battery problems,,Solar home system,Yes,International brands,Yes,3,No,,,,,,Have appliances,,,,,,,Solar Lighting product,12,No,2,01,For free,,,No,4,No,Reseller
234,10,1475.391,1759.695574365791,Northern Province,Gicumbi,Rural,Ordinary HH,First,,,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,50,No,1,02,Paid,30000,Yes,Yes,5,,Reseller
234,14,1475.391,1759.695574365791,Northern Province,Gicumbi,Rural,Ordinary HH,First,,,,,Duration of service too short,Battery problems,,Solar home system,Yes,International brands,Yes,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,50,No,1,02,Paid,30000,Yes,Yes,3,No,Reseller
235,14,1095.941072368421,1074.740835205328,Northern Province,Gicumbi,Rural,Ordinary HH,First,,,Local government,,Duration of service too short,Cannot power large appliances,,Solar home system,Yes,International brands,No,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Home System,50,No,4,02,For free,,,No,4,,Other technician
236,10,467.3843309859154,451.4221479523578,Northern Province,Gicumbi,Rural,Ordinary HH,First,,,,,Cannot power large appliances,Duration of service too short,,Solar lantern,Yes,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,3,0102,Paid,30000,Yes,Yes,5,,Owner
236,15,467.3843309859154,451.4221479523578,Northern Province,Gicumbi,Rural,Ordinary HH,First,Yes,Electric lamp,,,Cannot power large appliances,No other problem,,Solar lighting system,Yes,International brands,No,1,No,,,,,,Have appliances,,,,,,,Solar Lantern,,,1,01,Paid,9000,No,No,3,,Relative/friend
237,4,464.1061442786069,459.6577507926769,Eastern Province,Rwamagana,Rural,Ordinary HH,First,Yes,RADIO and telePhone,,,Duration of service too short,"Other, specify",Doesn't work well in rainy season,Solar home system,Yes,International brands,Yes,4,Yes,,,,,,Have appliances,,,,,,,Solar Lighting product,888,No,1,02,Paid,95000,Yes,Yes,4,,Owner
237,4,464.1061442786069,459.6577507926769,Eastern Province,Rwamagana,Rural,Ordinary HH,third,,,Local private organizations (NGO),,No problems,No other problem,,Solar home system,No,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,1,01,For free,,,No,3,,Reseller
237,4,464.1061442786069,459.6577507926769,Eastern Province,Rwamagana,Rural,Ordinary HH,second,,,Relative/Friend,,No problems,No other problem,,Solar lantern,No,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,1,01,For free,,,No,2,,Owner
238,8,146.0346,136.8064822256545,Eastern Province,Rwamagana,Urban,Ordinary HH,First,Yes,Telephone,,,Quality of light,Duration of service too short,,Solar lighting system,Yes,International brands,Yes,1,No,,,,,,Have appliances,,,,,,,Solar Lighting product,888,No,1,01,Paid,65000,No,Yes,2,,Reseller
239,9,169.8891,137.9227779381889,Eastern Province,Rwamagana,Urban,Ordinary HH,fourth,Yes,Electric lamp,"Other, specify",Nothing,No problems,No other problem,,Solar lighting system,No,International brands,No,1,No,,,,,,Have appliances,,,,,,,Solar Home System,888,No,1,0102,For free,181400,,No,Don't know,,"Other, specify"
239,9,169.8891,137.9227779381889,Eastern Province,Rwamagana,Urban,Ordinary HH,second,,,,,Quality of light,No other problem,,Solar home system,No,International brands,No,2,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Home System,888,No,1,0102,Paid,181400,No,No,Don't know,,"Other, specify"
239,9,169.8891,137.9227779381889,Eastern Province,Rwamagana,Urban,Ordinary HH,third,,,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,Yes,,,,,Have appliances,,,,,,,Solar Home System,888,No,2,0102,Paid,181400,Yes,Yes,4,,Reseller
239,9,169.8891,137.9227779381889,Eastern Province,Rwamagana,Urban,Ordinary HH,First,,,,,Recurrent cost related to solar device is too expensive,No other problem,,Solar lighting system,No,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,2,0102,Paid,181400,No,No,2,,"Other, specify"
239,18,169.8891,137.9227779381889,Eastern Province,Rwamagana,Urban,Ordinary HH,second,,,Humanitarian agencies,,No problems,No other problem,,Solar home system,No,Component-based/Local,No,2,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Home System,888,No,1,02,For free,,,No,3,,"Other, specify"
239,18,169.8891,137.9227779381889,Eastern Province,Rwamagana,Urban,Ordinary HH,third,,,"Other, specify",His/her child,No problems,No other problem,,Solar home system,No,Component-based/Local,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,1,02,For free,,,No,Don't know,,"Other, specify"
239,18,169.8891,137.9227779381889,Eastern Province,Rwamagana,Urban,Ordinary HH,First,,,,,Maintenance and availability of spare parts,No other problem,,Solar home system,Yes,International brands,Yes,4,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,2,02,Paid,160000,Yes,Yes,3,No,Reseller
240,2,133.1912766197183,137.6695684911974,Eastern Province,Rwamagana,Urban,Ordinary HH,First,Yes,RADIO,Local private organizations (NGO),,No problems,No other problem,,Solar lighting system,Yes,International brands,Yes,3,Yes,,,,,,Have appliances,,,,,,,Solar Lighting product,12,No,1,01,For free,,,No,Don't know,,Owner
240,2,133.1912766197183,137.6695684911974,Eastern Province,Rwamagana,Urban,Ordinary HH,second,,,Relative/Friend,,No problems,No other problem,,Solar lighting system,No,International brands,No,3,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,888,No,1,01,For free,,,No,2,,Owner
241,1,530.1122167487684,570.8740427337843,Eastern Province,Rwamagana,Rural,Ordinary HH,First,Yes,No place to connect on it,,,Duration of service too short,Quality of light,,Solar lantern,Yes,International brands,No,1,No,,,,,,Have appliances,,,,,,,Solar Lantern,,,1,01,Paid,5000,Yes,Yes,3,,Owner
241,9,1262.32,1272.193733607633,Eastern Province,Rwamagana,Rural,Ordinary HH,First,Yes,RADIO,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,,,,,,Have appliances,,,,,,,Solar Lighting product,888,No,1,01,Paid,80000,Yes,Yes,6,,Other technician
242,1,974.1809361702126,967.4793896044326,Eastern Province,Rwamagana,Rural,Ordinary HH,First,,,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,6,No,1,01,Paid,85000,Yes,Yes,3,,Relative/friend
242,4,974.1809361702126,967.4793896044326,Eastern Province,Rwamagana,Rural,Ordinary HH,First,Yes,Not possible to connect on it,,,Cannot power large appliances,Quality of light,,Solar lighting system,No,International brands,Yes,2,Yes,,,,,,Have appliances,,,,,,,Solar Lighting product,12,No,1,02,Paid,10000,Yes,Yes,2,,Reseller
242,4,974.1809361702126,967.4793896044326,Eastern Province,Rwamagana,Rural,Ordinary HH,second,Yes,Not possible to connect on it,,,Quality of light,Cannot power large appliances,,Solar lighting system,Yes,International brands,Yes,3,Yes,,,,,,Have appliances,,,,,,,Solar Lighting product,12,No,1,02,Paid,97000,Yes,Yes,2,,Reseller
242,8,974.1809361702126,967.4793896044326,Eastern Province,Rwamagana,Rural,Ordinary HH,third,Yes,No one,,,No problems,No other problem,,Solar lantern,No,International brands,No,1,No,,,,,,Have appliances,,,,,,,Solar Lantern,,,7,01,Paid,165100,Yes,Yes,2,,Reseller
242,8,974.1809361702126,967.4793896044326,Eastern Province,Rwamagana,Rural,Ordinary HH,First,Yes,Telephone,,,Recurrent cost related to solar device is too expensive,No other problem,,Solar home system,Yes,International brands,Yes,5,Yes,Yes,,,,,Have appliances,,,,,,,Solar Home System,120,Yes,7,01,Paid,165100,Yes,Yes,3,,Reseller
242,8,974.1809361702126,967.4793896044326,Eastern Province,Rwamagana,Rural,Ordinary HH,second,Yes,Electric lamp,,,No problems,No other problem,,Solar lighting system,No,International brands,No,3,No,,,,,,Have appliances,,,,,,,Solar Home System,120,Yes,7,01,Paid,165100,Yes,Yes,3,,Reseller
242,9,974.1809361702126,967.4793896044326,Eastern Province,Rwamagana,Rural,Ordinary HH,First,Yes,Not possible to connect on it,,,Duration of service too short,No other problem,,Solar home system,Yes,International brands,Yes,3,No,,,,,,Have appliances,,,,,,,Solar Lighting product,60,Yes,2,01,Paid,74000,Yes,Yes,3,,Reseller
242,11,974.1809361702126,967.4793896044326,Eastern Province,Rwamagana,Rural,Ordinary HH,First,,,,,Quality of light,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,60,Yes,2,01,Paid,950000,No,Yes,3,,Reseller
242,13,974.1809361702126,967.4793896044326,Eastern Province,Rwamagana,Rural,Ordinary HH,second,,,Local government,,Duration of service too short,Breaks down too often,,Solar lantern,No,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,1,01,For free,,,Yes,2,No,Owner
242,13,974.1809361702126,967.4793896044326,Eastern Province,Rwamagana,Rural,Ordinary HH,First,,,,,No problems,No other problem,,Solar home system,Yes,International brands,Yes,4,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,100,Yes,5,01,Paid,230000,Yes,Yes,5,,Reseller
243,5,1062.523855421687,1071.214908086185,Eastern Province,Nyagatare,Rural,Ordinary HH,First,Yes,Telephone,,,No problems,No other problem,,Solar lighting system,Yes,International brands,Yes,3,No,,,,,,Have appliances,,,,,,,Solar Lighting product,888,No,1,01,Paid,25000,No,Yes,12,,Reseller
243,8,1062.523855421687,1071.214908086185,Eastern Province,Nyagatare,Rural,Ordinary HH,First,,,,,Duration of service too short,"Other, specify",On a not sunny day,Solar lantern,Yes,International brands,No,1,No,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lantern,,,2,01,Paid,8000,No,No,3,,Relative/friend
243,9,1062.523855421687,1071.214908086185,Eastern Province,Nyagatare,Rural,Ordinary HH,First,Yes,Electric lamp,,,Duration of service too short,Battery problems,,Solar lantern,Yes,International brands,No,1,No,,,,,,Have appliances,,,,,,,Solar Lantern,,,1,01,Paid,15000,No,No,3,No,Relative/friend
244,1,1700.2,1923.991784877843,Eastern Province,Nyagatare,Rural,Ordinary HH,First,,,,,"Other, specify",No other problem,Doesn't keep/retain power,Solar home system,Yes,International brands,Yes,3,Yes,,,,,Yes,Don't have appliances,,,,,Yes,,Solar Lighting product,7,Yes,3,01,Paid,30000,Yes,Yes,2,,Reseller
244,3,1700.2,1923.991784877843,Eastern Province,Nyagatare,Rural,Ordinary HH,First,,,,,Breaks down too often,Battery problems,,Solar home system,Yes,International brands,Yes,3,Yes,,,Yes,,,Have appliances,,,,,,,Solar Home System,888,Yes,2,02,Paid,30000,No,Yes,3,No,Reseller
244,6,1700.2,1923.991784877843,Eastern Province,Nyagatare,Rural,Ordinary HH,First,,,,,Cannot power large appliances,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,,,,Yes,,Have appliances,,,,,,,Solar Home System,888,No,2,02,Paid,178000,Yes,Yes,12,,Reseller
244,11,1700.2,1923.991784877843,Eastern Province,Nyagatare,Rural,Ordinary HH,First,,,,,Duration of service too short,No other problem,,Solar home system,Yes,International brands,Yes,3,Yes,Yes,,,,,Have appliances,,,,,,,Solar Home System,888,Yes,3,0102,Paid,172800,Yes,Yes,3,,Reseller
